what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.sequoyah.device.service.start,1.0.1.N20110726-1041,"org.eclipse.sequoyah.device.service.start",1318257296664
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1318257296664
stopped,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1318257296665
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1318257296665
stopped,bundle,com.android.ide.eclipse.hierarchyviewer,12.0.0.v201106281929-138431,"com.android.ide.eclipse.hierarchyviewer",1318257296665
stopped,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1318257296669
stopped,bundle,org.eclipse.sequoyah.device.backward,1.0.0.N20110726-1041,"org.eclipse.sequoyah.device.backward",1318257296669
stopped,bundle,org.eclipse.sequoyah.device.framework.ui,2.0.0.N20110726-1041,"org.eclipse.sequoyah.device.framework.ui",1318257296669
stopped,bundle,org.eclipse.sequoyah.device.service.stop,1.0.1.N20110726-1041,"org.eclipse.sequoyah.device.service.stop",1318257296669
stopped,bundle,org.eclipse.sequoyah.device.framework,2.0.0.N20110726-1041,"org.eclipse.sequoyah.device.framework",1318257296670
stopped,bundle,org.eclipse.sequoyah.localization.android,2.0.0.N20110726-1041,"org.eclipse.sequoyah.localization.android",1318257296670
stopped,bundle,org.eclipse.sequoyah.localization.tools,2.0.0.N20110726-1041,"org.eclipse.sequoyah.localization.tools",1318257296670
stopped,bundle,org.eclipse.sequoyah.localization.editor,2.0.0.N20110726-1041,"org.eclipse.sequoyah.localization.editor",1318257296670
stopped,bundle,org.eclipse.sequoyah.vnc.vncviewer.vncviews,1.0.0.N20110726-1041,"org.eclipse.sequoyah.vnc.vncviewer.vncviews",1318257296671
stopped,bundle,org.eclipse.sequoyah.vnc.vncviewer,1.0.0.N20110726-1041,"org.eclipse.sequoyah.vnc.vncviewer",1318257296671
stopped,bundle,org.eclipse.sequoyah.vnc.protocol,1.0.0.N20110726-1041,"org.eclipse.sequoyah.vnc.protocol",1318257296671
stopped,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1318257296672
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1318257296672
stopped,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1318257296672
stopped,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1318257296672
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1318257296672
stopped,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1318257296672
stopped,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110606-0949,"org.eclipse.emf.edit.ui",1318257296672
stopped,bundle,org.eclipse.gef,3.7.0.v20110407-2050,"org.eclipse.gef",1318257296672
stopped,bundle,org.eclipse.emf.common.ui,2.7.0.v20110606-0949,"org.eclipse.emf.common.ui",1318257296672
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1318503407882
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1318503407883
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1318503407883
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1318503407883
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1318503407883
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1318503407883
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1318503407883
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1318503407883
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1318503407883
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1318503407883
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1318503407883
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1318503407883
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1318503407883
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1318503407883
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1318503407883
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1318503407883
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1318503407883
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1318503407883
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1318503407883
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1318503407883
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1318503407883
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1318503407883
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1318503407883
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1318503407883
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1318503407883
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1318503407883
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1318503407883
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1318503407883
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1318503407883
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1318503407883
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1318503407883
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1318503407883
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1318503407883
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1318503407883
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1318503407883
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1318503407883
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1318503407883
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1318503407883
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1318503407883
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1318503407883
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1318503407883
started,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1318503407883
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1318503407883
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1318503407883
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1318503407883
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1318503407883
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1318503407883
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1318503407883
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1318503407883
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1318503407883
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1318503407883
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1318503407883
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1318503407884
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1318503407884
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1318503407884
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1318503407884
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1318503407884
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1318503407884
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1318503407884
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1318503407884
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1318503407884
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1318503407884
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1318503407884
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1318503407884
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1318503407884
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1318503407884
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1318503407884
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1318503407884
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1318503407884
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1318503407884
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1318503407884
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1318503407885
started,bundle,org.eclipse.contribution.weaving.jdt,2.1.3.e36x-20110622-1300,"org.eclipse.contribution.weaving.jdt",1318503407885
started,bundle,org.eclipse.equinox.weaving.aspectj,1.0.0.v20100503,"org.eclipse.equinox.weaving.aspectj",1318503407885
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1318503407885
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1318503407885
started,bundle,org.scala-ide.sdt.aspects,2.0.0.beta11-2_09-201110031011-3a97f5e,"org.scala-ide.sdt.aspects",1318503407885
started,bundle,org.scala-ide.sdt.core,2.0.0.beta11-2_09-201110031011-3a97f5e,"org.scala-ide.sdt.core",1318503407885
os,sysinfo,,,"macosx",1318503407890
arch,sysinfo,,,"x86_64",1318503407890
ws,sysinfo,,,"cocoa",1318503407890
locale,sysinfo,,,"en_US",1318503407890
processors,sysinfo,,,"4",1318503407890
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1318503407890
java.runtime.version,sysinfo,,,"1.6.0_26-b03-384-10M3425",1318503407890
java.specification.name,sysinfo,,,"Java Platform API Specification",1318503407890
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318503407890
java.specification.version,sysinfo,,,"1.6",1318503407890
java.vendor,sysinfo,,,"Apple Inc.",1318503407890
java.version,sysinfo,,,"1.6.0_26",1318503407890
java.vm.info,sysinfo,,,"mixed mode",1318503407890
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1318503407890
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1318503407890
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318503407890
java.vm.specification.version,sysinfo,,,"1.0",1318503407890
java.vm.vendor,sysinfo,,,"Apple Inc.",1318503407890
java.vm.version,sysinfo,,,"20.1-b02-384",1318503407890
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1318503407899
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1318503407902
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1318503407935
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1318503409488
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201106081058,"org.eclipse.cdt.codan.ui.cxx",1318503409505
started,bundle,org.eclipse.sequoyah.device.framework,2.0.0.N20110726-1041,"org.eclipse.sequoyah.device.framework",1318503409559
started,bundle,org.eclipse.sequoyah.device.backward,1.0.0.N20110726-1041,"org.eclipse.sequoyah.device.backward",1318503409562
started,bundle,org.eclipse.sequoyah.device.service.start,1.0.1.N20110726-1041,"org.eclipse.sequoyah.device.service.start",1318503409693
started,bundle,org.eclipse.sequoyah.device.service.stop,1.0.1.N20110726-1041,"org.eclipse.sequoyah.device.service.stop",1318503409698
started,bundle,org.eclipse.sequoyah.device.framework.wizard,1.0.2.N20110726-1041,"org.eclipse.sequoyah.device.framework.wizard",1318503409715
started,bundle,org.eclipse.sequoyah.localization.tools,2.0.0.N20110726-1041,"org.eclipse.sequoyah.localization.tools",1318503409728
started,bundle,org.eclipse.sequoyah.localization.android,2.0.0.N20110726-1041,"org.eclipse.sequoyah.localization.android",1318503409845
started,bundle,org.eclipse.cdt.make.core,7.1.0.201106081058,"org.eclipse.cdt.make.core",1318503409887
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.core",1318503410006
started,bundle,org.eclipse.cdt.core,5.3.0.201106081058,"org.eclipse.cdt.core",1318503410146
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1318503410286
